"Company","Position_Title","Review_Title","Cons","Pros","Review_Date","C_F_Employee"
"Amazon Web Services (AWS)","Software Engineer","Get greencard","Mid night oncall and lack of wlb","Experience in aws technology. Great pay","Oct 14, 2022","Former"
"Amazon Web Services (AWS)","Senior Solutions Architect","Leadership principles, when convenient","The leaders at Amazon don't understand leadership principles at all. They consistently and wholeheartedly twist whatever narrative they need to fit whatever leadership principle they want. I was told disagree and commit means disagreeing until the crowd makes a decision and then committing to that decision. . . Beyond that there's no escalation for a bad manager or process because the people you're supposed to escalate to are invested in making sure that manager or process is painted in favorable light more so than the company overall benefits.","Overall, the training and message you get during onboarding is pretty inclusive. But that's where it ends.","Sep 20, 2022","Current"
"Amazon Web Services (AWS)","Sr. Manager Solutions Architect","AWS - A Socialist Company","Amazon will wear you down to nothing no matter how good you are. I was in the top 10% of my peers and was happy to leave. The stress is not worth it. Specialist Roles or overlay roles are a lot less stressful.","Excellent Cloud Training, you get immersed in cloud services like no where else. For developers this can be amazing","Aug 11, 2022","Former"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Smart Coworkers...Not a place to chilll","Not a place to chill...work is not interesting","Smart coworkers that help each other out","Jul 29, 2022","Current"
"Amazon Web Services (AWS)","Software Engineer","Meh","Pretty much everything else was bad, Terrible operations load, not much good software engineering work","The pros were there were some good people working there","Jul 24, 2022","Former"
"Amazon Web Services (AWS)","Senior Solutions Architect","toxic work environment","very politic and terrible mid-level managers","keep you busy and never a dull moment","Jul 15, 2022","Current"
"Amazon Web Services (AWS)","Senior Solutions Architect","Day 2 Management","There is no real support and really poor communication from French leadership, in the Sales or in the Solutions Architecture organization, if you, as individual contributor rose issues and bad behaviour from your hierarchy, you can be very quickly evicted.","Autonomy and capability to leverage great mechanisms to multiply impact for the customer benefits.","Nov 24, 2022","Current"
"Amazon Web Services (AWS)","Solutions Architect","Stressfull","Sometimes, the management exploits employees .","Good workload , a great feeling of stressful corporate life","Nov 13, 2022","Current"
"Amazon Web Services (AWS)","Network Development Engineer","toxic culture","You can do your best work and push a huge amount of projects but one mistake and you will be treated like you never did anything right","All other work will seem trivial once you work for aws for a while Talking from a work volume perspective","Nov 7, 2022","Current"
"Amazon Web Services (AWS)","Senior Solutions Architect","Definitely not earth's best employer.","Management is not here to help you, they are here for performance review.","Each and every Individual Contributors I worked with was extremely talented and open.","Nov 6, 2022","Former"
"Amazon Web Services (AWS)","Software Engineer","Not friendly nor caring","They don't care about you as a person but just as a means to an end, and it shows","Salary is high for Vancouver","Aug 2, 2022","Former"
"Amazon Web Services (AWS)","Solution Architect","You'll learn a lot in here if you want","Strongest cloud solutions also brings complexity, need employee involve tons of time to learn and learn quick to catch the trends, sometime it's really suffer","great pay, and AWS strongest cloud solutions is great for people to learn & grow fast","Nov 23, 2022","Former"
"Amazon Web Services (AWS)","Machine Learning Data Associate","Not a great environment to work in","As an L3 or lower, the company will find loopholes to disqualify you from any kind of raise or cost of living adjustment. You will be passed over for bonuses. As a remote employee, management will require you to report every minute of your time, regardless of whether your work meets deadlines and quality thresholds.","Medical and dental insurance is good, and plans are relatively inexpensive.","Nov 21, 2022","Current"
"Amazon Web Services (AWS)","Solution Architect","Pays well, managers iffy!","Managers can’t comnunicate well at all.","Great Pay, Good Benefits, Good Clients","Nov 15, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Most likely boring work","Boring work. My team has very low impact. AWS use their internal tools so what you learn won't be easily applicable to your next job.","Remote work most of the time. Good pay.","Nov 14, 2022","Former"
"Amazon Web Services (AWS)","Senior Software Engineer","Work at AWS","- Long hours - Stressful on-call duties","- Opportunities to make a big impact on customer - Well-recognized experience","Nov 9, 2022","Current"
"Amazon Web Services (AWS)","Cloud Infrastructure Architect","Proserve Consulting","In addition to being allocated onto engagements full time, you also are expected to contribute to other areas of business such as recruiting and publishing articles and building new capabilities. These are great opportunities too , but turns into a lot of hours. The Leadership Principals by which you are judged can be interpreted for or against you based on how you are perceived politically. You can also get excluded from engagements or put on difficult ones based on the same. It is not necessarily based on your performance on client engagements. Politics, and being part of the club, are present in every company, but I would say they are perhaps much more intense in the Amazon workplace culture. So that there is a bias for those with the ""in club"" vs ""I just want to do my work and do right by the company and its clients"" mentalities.","Lots of opportunities to learn and apply new technologies, to develope ideas and build them, and to contribute in other ways. Grwat ability to gain exposure to different clients in different industries in different areas if the world.","Nov 4, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Experience is team-dependent","(depends on team) - Tech debt - Small team - Oncall is lengthy","- Competitive pay - Fast paced","Nov 3, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer","Extremely feast or famine, based on reporting chain","As soon as anything goes wrong, or if the org shifts to put a poor manager in your reporting chain (which happens frequently), things get ugly fast. Arbitrary firings or under-performance punishment, micro-management of responsibility with curtailing of power to do anything to meet those responsibilities, and more. Internal promotions are hilariously terrible. If you don't get the precisely calibrated project (which are always in short supply) that has just the right people taking careful notice of it, you're far better served boomerang'ing.","When things are going well there's a lot of autonomy, great opportunities to develop interesting things, and a lot of respect for work/life balance.","Nov 3, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer","Bad worklife balance","* Toxic work culture * Oncall * Selective hiring","* Good pay/benefits * Gain lot of experience with AWS services as lots of dependencies between services","Nov 2, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer","SDE at Amazon","I had the Worst Work Life Balance there as there's too much work and too many and also so busy on-call shifts","Pay is really great and they make you work for it really hard","Oct 26, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer I","Awesome pay and benefits, great people, terrible ramp-up","Dissonant, disjointed onboarding process, with trainings frequently divorced from the reality of day-to-day development Huge swaths of technology no one actually uses anymore Ask any engineer about something onboarding says to use and the response is ""oh, I actually do xyz instead"" Senior engineers, while extremely friendly and helpful, don't have enough time to meaningfully coach new hires Awful, insufficiently deep or fully nonexistent documentation for large, complex services","Work-life balance not at all what others will tell you about FAANG Great manager Great peers Great work culture Great pay Great benefits (cheaper health insurance than my private plan for the same coverage, and additional unexpecteds like on-demand legal assistance)","Oct 26, 2022","Current"
"Amazon Web Services (AWS)","Software Engineer","Good to be on your resume","- On-call - Benefits are not that great.","- Good to be on your resume - You get to know how to deal with stress.","Oct 24, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Big company","WLB is not that good in some teams","Scope and you have many choices on different teams.","Oct 18, 2022","Former"
"Amazon Web Services (AWS)","AWS Solution Architect","Possitive Experience","Its amazon and they love their leadership principles.","Its amazon and they pay really well","Oct 17, 2022","Current"
"Amazon Web Services (AWS)","Operations Tech II","Good place to learn, Very busy","High turn over either by people leaving the company or getting promoted upwards and outwards. This causes gaps in necessary knowledge and skills depending on who leaves. Yearly pay increases are a competition for the top performing spots only the top few will receive a large pay increase, if you are a middle performer prepare to just keeping up with inflation. Benefits are okay at the greatest. 401K could be better.","For someone entering the field of data center critical facilities it is a great place to learn how the field operates. You will be able to see many different type of facilities each unique with how they operate. Very good learning opportunities that is built into the career progression. Cross over to other departments and fields are very possible.","Oct 13, 2022","Current"
"Amazon Web Services (AWS)","QA Analyst","It paid the bills","No recognition for achieving expectations (or going beyond them), KPI goal posts moved every time they were met until team members were let go for not ""keeping up"", unrealistic expectations on being able to complete work without proper people resources or required materials, no respect for previous job qualifications when applying for internal jobs (""He already works for us, he has no negotiation power""), site growth and workflow scaling moves way faster than even senior leadership can handle which causes a lot of backwards work when having to re-establish or evaluate a new path forward to make up for lack of clear strategy by mangers, insanely long periods of time required in promotion ""training programs"" that do nothing but establish the need to work extra hours to learn future job positions and how to complete the work without oversight while still performing at the top level/percentage of other employees (again, despite having years of experience as people management).","Lots of team building time (3-4 times a year), flexible benefits, decent swag handed out at regular intervals","Oct 10, 2022","Former"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Innovation is slowing down employees are stressed and unhappy","Used to be a great company with startup culture and a lot of innovation. Now they have added over a million people over the past 6 years in the work force and hundreds of thousands in the tech role, and the company has been polluted with toxic cultures from other companies both in management and tech roles . These managers and techies were hired after Amazon lowered their bar significantly to meet hiring goals. This is the biggest elephant in the room There is a lot of bureaucracy, quiet-quitting, sabotage, and employees compete with eachother for promo instead of being a team player. Every team is running on 10% of productive SDEs who don't get the respect and compensation they deserve for a stressful job that requires periodic on-call rotation and many sacrifice of personal life. There is a lot of unfairness in the promotion process due to cliques, circle jerks which are formed in every org. If you are part of the clique your mistakes and failures will be covered up or whitewashed and if you are not, you are scrutinized heavily for minor issues and sometimes embarrassed publicly. You have to stand your ground with data and be intellectually superior as this is mechanism the managers use to drive out / quiet-fire unfavored employees. This bad management and corrupt culture is going to cost this company a lot of pain and money in the future. What i have learned is when a company gets so big it's really hard to keep the culture going as it was.","Abundance of hard and interesting tech problems and massive scale unlike anywhere else.","Oct 10, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","Soso","work life balance is bad.","Many headcount. Easy to transfer internally","Oct 4, 2022","Current"
"Amazon Web Services (AWS)","DevOps Consultant","Great when you have a good manager","If you have a bad manager you are screwed and not able to get promoted
does not back employees when there are issues going on
Lot so travel depending on the project you get put on","Easy to work with in professional services when you have a great manager. Lots of room to learn all the services and have a great future","Sep 28, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer (SDE)","average","poor work life balance and tyrannical","compensation, tech stack, emerging technologies, automation","Sep 27, 2022","Current"
"Amazon Web Services (AWS)","Sr. Software Engineer","Crapshoot on your team","Every team is different so you never quite know what you're going to get. However, teams (particularly acquisitions) slowly get amazonified, which causes teams to slowly gel into a defined structure. That combined with stack ranking leads to forced attrition which sits poorly with me. And don't get me started on Amazon's labor practices on the retail side.","Smart people, lots of data, neat tech","Sep 21, 2022","Former"
"Amazon Web Services (AWS)","Consulting Software Engineer","Interview","Work life balance is bad and pip policy.","Salary and chances to work.","Sep 18, 2022","Current"
"Amazon Web Services (AWS)","Operations Engineer","Poor work life balance","Poor work-life balance. Mirco management","Good Learning exposure. Lot of learning opportunities","Sep 14, 2022","Current"
"Amazon Web Services (AWS)","Solutions Architect","Great for learning, developing cloud skills","compensation is lower than market, high-stress environment, promotion process cumbersome","exposure to cloud technology is unprecedented and so opportunities to learn","Sep 13, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer","Dependent on people you work with","You are evaluated compared to how your teammates perform. If you are the only L4 in a team of 3-4 L5s, maybe another L4... it gets very difficult to match their level","You will meet some of the smartest people here.
You get to contribute on a big scale.","Sep 7, 2022","Current"
"Amazon Web Services (AWS)","Software Development Engineer II","AWS Experience","High amount of project turnover and churn, constantly shifting business priorities, heavy oncall load","High flexibility to learn and build whatever you want, good team experience that supports and protects developers","Sep 7, 2022","Current"
"Netflix","Senior Software Engineer","Incompetent engineering managers, average engineers","Culture deck is a bunch of lies. The reality is this:

a) It hard to find ""stunning collages"" because hiring is broken. If you are good at talking, and repeating culture jargon in the interview, you can easily get it. You can look in LinkedIn to see the qualification, background and education level of our engineers. Many engineers here are from bodyshop Indian IT firms (the likes of Infosys, TCS etc), who came onsite and simply switched to Netflix - because they can TALK. 

b) Informed captions (mostly managers) are technically incompetent and has no clue on making any informed data driven decisions. Decisions are heavily driven by politics. 

c) The whole push of open and honest feedback is just a sham to make things look good. Providing critical feedback is impossible here, as it mostly backfires and results into getting fired. So people just keep providing rosy feedback. 

d) If you were hired into a bad team or don't like the work, it is very very hard to switch teams. Even if some other manager is willing to take you in their team, the current manager usually retaliates by triggering keeper test and you get fired. Essentially your manager tells the new hiring manager that this person was bad performer so switching team to not get fired. 

e) There is no career growth for ICs here, everyone has the same title and level. However, on management there is clear growth path - double standards.","Pay is great 
Free food
Good 401k match","Mar 10, 2019","Current"
"Netflix","Senior Software Engineer","Senior software engineer","Too much of hiring and firing. As a result everyone is looking out only for their roles and jobs. A lot of political crap. Esp not good for single income families or H1B visa holders. I've had people cry when they are let go because they don't have any other options. 

Take the good salary with the risk it gives. You will be let go, it's just a matter of when.

Growth opportunities are non-existent and your salary bumps are very subjective. 

Work life balance is a joke at times but it depends on team and manager. You can't have great work life balance for long since either your manager will be let go or you will be let go for not working harder.

Unlimited vacations are good in a good team but if your manager is a micromanager forget about it. It then becomes worse than limited vacations.","Perks like free food, unlimited vacations (though a double edged sword really), swag, sometimes exciting projects and some good coworkers.","Jan 13, 2019","Current"
"Netflix","Senior Software Engineer","Netflix is the same as working for HBO/Time Warner but everyone trying to pretend you work for Google","Horrible culture, everyone is afraid they will get fired any second. People hire their own friends/groups or people with less skills/experience so they can defend themselves against weaker employees and throw them under the bus. Lord help you if you don't know anyone when you get hired to form a posse' with.","They pay a ridiculous amount of money.","Sep 14, 2017","Former"
"Netflix","Senior Software Engineer","Culture of Fear","Hiring is a joke. There is a culture of fear you will get fired, so everyone tends to hire people who are less talented then they are. So you are starting out with B level players hire C who hire D. And all live in fear they will get canned. The code base is blogged about and presented very well, but it's a streaming company. Their value is content and your technology doesn't matter. Rarely do/did we hire anyone away from a real tech company (Google, Apple, Facebook, etc). Those who work here want the money, and then stay to defend their employment status b/c they now spend more and change their lifestyle, versus change their skills by being better engineers.","Pay is amazing, and kitchen is well stocked.","Jul 5, 2017","Former"
"Netflix","Engineering Manager","Fat paycheck and Nothing else beyond that","Very political environment. Management is clueless and is more interested in promoting themselves to upper mangement. Suck up and kick down culture. No collaboration between teams, they are out to get each other and throw you under the bus. Constant fear pervades within Individual contributor roles as they are not sure if they will be around next week. Company HR brags about how they are not shy about letting people go.","Fat paycheck that is above the industry norm. It is all cash no stock grants, so they give you freedom to spend/invest the money as you want. If all you care about is the money this is the perfect place for you to work.","Jul 8, 2016","Former"
"Netflix","Senior Software Engineer","For Engineers, this place is a joke","- The salaries are competitive, but not particularly high, despite what their so called slide deck proclaims.  Keep in mind that your stock purchase and ""bonus"" is included, so $160k at Google is the same as $210k at Netflix.

- Constant threats of firing, a culture of fear and throwing other employees under the bus to save your own skin.  The threats of firing lead to crunch and absurd stress levels.

- Employees aren't as intelligent as other high tech firms, they're hired more for the ability to play corporate politics than technical skill.

- To follow on the above, the average stay here seems to be about a year.  Understand that Netflix isn't an engineering company, it's an entertainment company and a fragile streaming infrastructure and clunky front end is built to consume that entertainment.  But content is king, not the technology, and it never will be.","You're given independence and the ability to do your job how you see fit - some of the time.  Most of the time management runs around like a chicken with their collective head cut off and priorities constantly change.","Dec 12, 2012","Former"
"Netflix","Senior Software Engineer","Salary 15% above market , Duration of employment 90% below market, Worst culture to work in","just after joining i realized that the guy sitting right next to me was fired few weeks ago.
as i spent more time i realized most of the people around me were no more than an yr old.
the work was too much but i thought they are paying me more so i worked hard at it.
turns out i had 2 slight disagreements with a member in another team and bammm .....i was  gone....

the company has a very simple philosophy....if things are not 100% perfect ...fire and hire ......rinse and repeat........

dont make the mistake i made....dont leave your stress free environment for 10-15k etc because you going to end up being fired the moment your performance falls below 100%","You get paid 15% above market rate.
I was making 165k in my last company (150k base + 15-20% bonus) in a stress free environment
and then one fine day i found an opening at netflix which suited my profile.
applied , gave the interview and they offered my 180k total.
like a fool i jumped onboard.
lost my job after 9 months and now back in the market.
and yes those 9 months were no less than delivering a baby.","May 8, 2012","Former"
"Netflix","Software Engineer","Careful: If you happen to be fired for any reason, it is broadcast to everyone you worked with!","You might get all verbal accolades and encouragement till one fine day you are told that you are no longer needed!
Managers could be picked randomly based on seniority from your peers if one leaves and may have little people skills.
Firing, if it happens to you, is public, humiliating and outright insulting with a terse broadcast email.

Advice to potential applicants:
- Do not close your eyes to all the reviews on Glassdoor, thinking you are too smart too be fired
- Do account for the potential time you might have to stay without job while comparing the salary to other places","You might work with some very bright people and make good friends
Opportunity to learn  some very interesting skills and technologies
Above market salary as long as it lasts","Apr 27, 2012","Former"
"Netflix","Senior Software Engineer","My advice - accept job here, get kicked out after half year","Read other reviews of former employees. Out of all people that I worked with at the time more than 80% were kicked out. Most of them are bright engineers.

My advice - if you are offered a position in Netflix fight for the highest salary possible. In any case expect to be fired soon. Maybe after a year, maybe sooner, maybe later.","Higher than industry average salary.","May 5, 2011","Former"
"Netflix","Senior Software Engineer","Fear-based culture","Fear-based, highly competitive culture driven by upper management. Mid-management is forced to follow the suit otherwise it will be their job on the line. Everyone is under pressure to deliver but nobody provides guidance as to what is expected. If you're a super-star you're supposed to figure it out on your own.
Zero tolerance to even small mistakes - you're expected to work as a perfect robot. If you made a mistake you're out immediately, no chance for correction.
Zero communications about your performance - it is all up to management to decide how you're doing. So you don't know whether you made or making mistakes.
Project management does not exist, hence no planning is happening, just loose email exchanges.
You don't feel as part of the team, there are virtually no teams, just people trying to prove something and keep their jobs. As a result many decisions are short-sited since they provide immediate credit, long-term decisions are usually on back-burner until all of a sudden they become critical and then it is all hands on deck.
You're expected to work long hours  and weekends on regular basis.
Basically if you accepted an offer you're owned by Netflix.
Documentation is non-existent, people are secretive about knowledge transfer.
All in all Netflix's motto Freedom comes with Responsibility turns into the situation when company has freedom to do whatever it wants and employees have all responsibilities.","Higher than market salary
Free lunches
Unlimited PTO","Jul 5, 2010","Former"
"Netflix","Senior Software Engineer","Middle management is arrogant and incompetent","Middle management is unable to effectively plan; they do not understand the strengths and weaknesses of their teams and seem to be mostly interested in protecting their bloated salaries.  20% of work force should be terminated.  The other 80% is so segmented that they are unable to accomplish anything of any real value.  Netflix was probably a great company to work for a few years ago, but is dangerously mismanaged now.","Good location, free lunch, ability to choose laptop, corporate culture looks good on paper","Aug 18, 2009","Current"
"Netflix","Senior Software Engineer","Wrong perception about what they are and what they can do","fear based environment, management self-image is completely hosed. They claim they are professional sports team because they pay 10% more than market. Mid management is completely incompetent as they don't have to be","around 10% better salaries than average, flexibility as long as you employed, very good leadership, very good HR team, no vacation policy","Jul 3, 2009","Former"
"Netflix","Senior Software Engineer","Like a good drama: A flashy young company in a nice setting, but with lots of tension under the surface","Netflix makes a big deal about their hiring policies. They claim that they regularly evaluate employee performance, and let the lowest performers go. To me, this sounded great! In contrast to many other companies where lazy and incompetent people hang around for years, Netflix tried to retain only the best and brightest people.

Unfortunately, that's not what it was like in reality. A week after I started at Netflix, the recruiter who hired me was unceremoniously dismissed. Then the tech support guy in our office was released. Then an engineer on my team. In each of these cases, it wasn't clear what these folks had done wrong. They had all been technically competent, friendly and hard working. This promoted a culture of fear where no one felt that their job was secure.

It turns out that there were several things going on. Managers were given incentives to regularly purge employees. So, managers developed antagonistic relationships with employees. In most normal companies, a key responsibility of a manager is to defend their team in front of senior management. At Netflix, this just doesn't happen.

Additionally, Netflix doesn't have adequate mechanisms for providing feedback and review to employees. (In the year I spent at Netflix, I didn't receive a single review, positive or negative.) Without a formal system for employee evaluation, managers resort to picking favorites: they hire in their friends, and fire people who they aren't friends with. I saw this happen to many different people while I was at Netflix. It's allowable by law (everyone is an ""at will"" employee), but it does not lead Netflix to hire and retain the best people.

Netflix has had the good fortune to be in an easy business. They moved early into online DVD rentals, and have large cost advantages over potential rivals. Their competitors (Blockbuster, Walmart, etc) took major missteps, and were not really able to compete. Netflix doesn't have to be the best at anything they do: operations, marketing, movie recommendations, etc. They just have to be OK at these things to run a profitable business, and they are only OK at them.","Netflix has nice, fancy offices in Los Gatos. They have good snacks. They pay a pretty high cash salary. You get to claim that you're in the movie business.","Apr 16, 2009","Former"
"Netflix","Senior Software Engineer","Lost their way","- freedom and responsbility is their mantra when you're hired, but it is not practiced by new managers.
- people get fired all the time for disagreeing or questioning management on anything.
- On some teams(mine, not all) there was no collaboration in design between managers and programmers.  The managers designed it and the only freedom the programmers had was to develop it exactly in that manner.  If you disagreed with the design, you guessed it: your fired.
- even star performers routinely get the axe.  Others remaining are understandably nervous about their jobs.
- so called stock plan makes no sense at all.  Only plan I've ever heard of where an employee has to risk his own money to participate.
- benefits are awful if you have a family.  It cost me $800/month to have medical and dental for the family of 4.  If your single, your completely covered.
- no vacation paid when you leave.  This is also a plus in a way though.  Netflix does not track vacation time at all.  If you take too much though, you will get fired without warning.","- top of market base salary
- 4 DVD out plan is free 
- do not penny pinch on equipment, get whatever you want.","Jun 27, 2012","Former"
"Netflix","Senior Software Engineer","Highly Political Company with Mediocre Middle-Management","There is a great deal of politics between Engineering orgs and even within engineering teams. Even with obviously outstanding performance, failing to play politics well will leave you unrewarded, while others with more political savvy will be rewarded for no work at all. Ultimately, the manager is free to be biased for/against employees for any reason at all.

Engineering managers in some orgs tend to be non-technical--only doing project management. Although some non-technical managers might still be good managers, there are some that are horrible, with poor project management skills, and that don't even know what is happening in their own team. Those managers tend to be employed at Netflix for many years.

There is no career development support here. It's unlikely that the current management will do any more as new (lower) engineering levels are added.

As for the 360 review, it's best to avoid giving significant negative feedback as it makes co-workers defensive. Everyone is afraid of anything negative that can lead to them being fired. HR and management advice on 360 reviews is unrealistic and self-serving. It only helps management since some managers don't know what's happening on their own teams.

Ultimately, Netflix is a large company where experiences will differ, depending on which team and organization you work in. If you change teams or managers a few times, though, you'll encounter highly toxic situations.

For new mid-level prospective employees, avoid Netflix since the lower pay is likely not worth the extreme politics and toxicity.","The pay when all engineers were senior engineers was higher than most other companies. Most co-workers in the earlier Cloud days were great engineers and extremely helpful.","Jun 30, 2022","Former"
"Netflix","Software Engineer","Cut-throat culture, thriving on culture of ""FEAR""","Cult-like Cultural deck
Culture of ""Fear"", Hire-and-Fire
Competitive, Cut-throat culture fostering unhealthy politicking and backstabbing","Competitive Pay
Great benefits for families
Cachet of FAANG","May 11, 2022","Former"
"Netflix","Senior Software Engineer","Great compensation but lots of pressure","Lots of pressure and internal politics","- Great compensation
- Great benefits","May 9, 2022","Current"
"Netflix","Senior Software Engineer","Pays well, otherwise mediocre","Managers have too much power
No annual stock refreshers
Little to no room for growth","Lots of autonomy
All cash compensation
Remote work possible","Sep 4, 2021","Current"
"Netflix","Senior Machine Learning Engineer","Not what it used to be","- culture is gone: lots of layers, politics and processes
- no room for growth: working on small projects with minimum impact
- stagnating product: no major improvements while the competition is catching up
- stagnating stock price makes compensation less appealing compared to other companies when investing in stock option program
- huge premiums for health insurance on a family plan","- All cash compensation
- unlimited pto","May 31, 2021","Current"
"Netflix","Engineering Manager","Blind spot for racism","The company has a blind spot when it comes to racism by its senior leaders, who are directors and up, especially in the legal and PR teams. The public revelation of a leader who was not fired even after using the ""n word"" is not an aberration but part of a pattern. These problems are non-existent in the diverse engineering org, but prevalent in non-technical teams that are fairly monochromatic.","The engineers at Netflix are superb and brilliant. They are, almost to a person, ethical and collaborative, intelligent and helpful without the attitude and condescension that has come to epitomize the valley. They built this amazing platform that has redefined entertainment.","Nov 24, 2020","Former"
"Netflix","Senior Site Reliability Engineer","Good people.","There really wasn't anything bad about Netflix, it was a little boring.","Everyone had a good work/life balance.","Sep 17, 2020","Former"
"Netflix","Senior Software Engineer","Extremely Political","Politics everywhere. Only average engineering. Very good engineers can get fired for a made up crappy reasons when their managers didn't like them for whatever reason. Very limited career growth for more senior engineers (it is much easier to grow as a manager, higher engineering levels are extremely limited).","Openness, freedom, some great colleagues, pay. Great for mid senior engineers.","Aug 23, 2020","Former"
"Netflix","Senior Software Engineer","Great place, until Greg Peters replaced Neil","I loved working here, but once the switch Chief Product Officers it was all downhill. Condensing, judgmental, and egotistical would describe the current leader best. The exact opposite of the man he replaced. The company has also completely moved away from being a tech company and is officially a studio/entertainment company and the engineering team doesn't get the respect that they deserve. Now that the company is going to be lead by two CEOs (what a joke), it will only get worse, as the co-lead cares 100% about content and self promotion.","Good pay, good benefits. Really smart people.","Jul 29, 2020","Former"
"Netflix","Senior Software Engineer","culture of tension and uncertainty - H1B visa holders think twice","- atmosphere of fear and uncertainty prevails
- the management can be ruthless, egoistical and political
- projects get cancelled, groups consolidated and employees get terminated
- most managers are stressed out all the time and encouraged to weed out employees no longer useful or not performing to ""high standards""","- good compensation
- free lunch and snacks
- engineers smart and competent","Feb 17, 2019","Former"
"Netflix","Senior Software Engineer","Great place with high rewards and risks","Culture of Fear. 
There is no second warning. But you are let go.","Generous Compensation.
High productivity enivronment, you can feel sense of accomplishment.","May 9, 2014","Current"
"Netflix","Senior Software Engineer","Was once a Superstar now very much adrift.","lousy vacation policy(get real, no vacation policy - no vacation), very stressful work environment, little to no career opportunities if you are hired as an engineer, Chaos everywhere - High Turnover always affects your work one way or the other.","Fairly New Technology, Smart Talent, Free food and iphones. This place will certainly wow you in technology and some of the best talent, Good compensation.","Aug 8, 2013","Current"
"Netflix","Senior Software Engineer","Senior Software Engineer","* Worst place where all technically capable folks are also so heavy on political games within the team. Also it depends on which team you are part of. My general observation is, larger the team greater the politics being played within.
* IT IS LITERALLY TRUE THAT IT IS CULTURE OF FEAR, no matter how talented you are. I have seen ppl being walked out they were far more talented than other mediocre engineers surviving there for 3-4 years just because they lick the managers a*s and I have seen managers loving it being licked :)
* Few managers who came from Google or some other similar companies, think that they know everything in the world and act as if they rule the world but actually they are literally dumb a*s when it comes to real work.
* They claim it is all rockstar engineers and the fire who are not but I have seen ppl surviving for ages not even knowing what they did for all these years at Netflix and they are pure mediocre engineers.
* My advice to engineers would be if you are happy with the work what you are doing right now or with other offers in hand, don't fall for the salary trap, it is merely an illusion.","* Best place if you just want to work with great technically capable folks.
* 15-20% higher pay but if you actually consider everything, it might not be that big of a deal. Check what will be in-hand salary after taxes because taxes also go high with salary.
* Somewhat transparent workplace but at times higher management takes ridiculous decisions like Quickster, what the hell....
* Reed gets thing right most of the time (except Quickster) and understand what he is doing.","Mar 15, 2013","Current"
"Netflix","Senior Software Engineer","Revisiting my review after working here for a while. There are better, rewarding careers out there.","I was sold on all the culture stuff  and drank the cool-aid at first. After spending a lot f time at Netflix, my perspective has changed for the worse. What good is the sales pitch if you can't deliver. 

Some organizations are terrible (i am not talking about IT/ back-office type group) when it comes to  recognizing people, allowing (forget about encouraging) their growth. No carrer, no recognition. In a way, its a career dead-end. Its a JOB.

Recent break-neck hiring has bought in a TON of managers (e.g. instead of bringing in 1 project manager, they've hired >1 managers). Believe it or not, it takes 4 times the amount of meetings (compared to 2 years ago at Netflix) to get 1/2 of what we used to get done in the same period of time.

Today, all of the talk about culture (except firing people for no good reason), freedom etc are just BS.

No family insurance (medical, dental etc). Company only pays for the employee but in reality, they don't care.","It's a decent JOB (emphasis on purpose) if you are looking for a heads down, monotonous coding job. If you can manage a decent amount of work and the perspective, you will have a stable pay check.","Nov 23, 2011","Current"
"Netflix","Senior Software Engineer","Earn big bucks and get fired","They'll fire you when they feel like it, regardless of performance.

Netflix recruiters will spend enormous hours luring you from a company you're happy in yet after you get in you'll be disappointed. Huge paycheck (Negotiate! They'll fall in!) is their only retention policy after that. Ah, and forget about your carrer, once you join Netflix it's over until you're out.","Making big bucks and taking vacation when you feel like it. One company I know of that offsets uncounted after hours with uncounted vacation.","Jan 23, 2009","Former"
"Netflix","Senior Software Engineer","Good in the short term, but ...","Netflix pays well to get the best person for the job. The downsides of this are that often people are overqualified for what they are doing, which can lead to a lack of challenge for them.  Worse, Netflix quickly and unceremoniously fires anyone whose skills no longer match the available work, or even whose manager doesn't especially like them. Retraining people for different jobs just doesn't occur. 

If the immediate work fits your professional goals, Netflix can be a good place to work, but don't plan on a long career there.","Netflix's top management has a simple and well thought out strategic vision which they communicate well to employees. The company is consistently profitable and salaries tend to be substantially above the market rates.","Dec 13, 2008","Former"
"Netflix","Senior Software Engineer","good","work hours
software
management
future vision
hr
nothing else
i already wrote 5 words, but this keeps failing?","salary
projects
teams
people
lunch
training
i already wrote 5 words, but this keeps failing?","Apr 12, 2021","Current"
"Netflix","Engineer","Bad location","bad location, low salary, small team","big company, big investments and series","Aug 18, 2020","Current"
